sample_idx,perturbation,run,circular_cross_correlation,optimal_lag,cosine_similarity,pearson_correlation,spearman_correlation,spectral_magnitude_correlation,spectral_phase_correlation,combined_spectral_score,earth_mover_distance,fourier_distance,jensen_shannon_divergence,l1_distance,l2_distance
10,phase_shift,0,0.9485150765482461,0,0.9485150765482465,0.3562560294648641,0.6799431898504461,0.9669924412293307,0.21206669261439728,0.7405147166448507,17.76999874783236,15.807375542131485,0.1215029105453098,0.03686013662570407,0.043972218923482555
10,phase_shift,1,0.9748134855424359,0,0.974813485542436,0.7611301908565635,0.8129012956527745,0.9932118128974783,0.4499877826644853,0.8302446038275804,22.96667503671764,13.09759264051861,0.08390970031627884,0.030152534320275415,0.034620614114886275
10,phase_shift,2,0.9354462591708237,0,0.9354462591708235,0.6177776763584688,0.8129012956527745,0.9628941901089747,0.3306983905494641,0.7732354502411214,29.654014976476162,24.822967329355563,0.1548635171739047,0.060977761864197975,0.06542260076402606
10,phase_shift,3,0.9877196857735334,0,0.9877196857735332,0.8789981647515905,1.0,0.9929483558899768,0.5389390938899324,0.8567455772899635,7.424447962565852,8.939488513948007,0.057063399209333246,0.020774768769464522,0.023164987959067285
10,phase_shift,4,0.9890280254254676,0,0.9890280254254677,0.9124456732736151,1.0,0.9960048839640401,0.6788081582139045,0.9008458662389994,20.102848012807733,9.329858338143753,0.05104303741187568,0.018831553585368255,0.024388290372194945
10,phase_shift,5,0.9732106200239822,61,0.9717827589386425,0.7831505801439986,0.7661803803091566,0.9908427554859546,0.39289728255496326,0.8114591136066571,20.950859367697547,15.398222247551491,0.10260550279116647,0.0356218076871731,0.036749462332248475
10,phase_shift,6,0.9907568690367539,0,0.9907568690367541,0.9301847159155404,1.0,0.9952090294287753,0.6754935527649563,0.8992943864296296,13.982970972328514,10.16988224224265,0.04955935626190425,0.022787910795321636,0.025469570093032953
10,phase_shift,7,0.9799737951262859,61,0.9788015083313313,0.7797461407115169,0.6332222745068282,0.9920767264359561,0.3913707394965319,0.8118649303541289,14.145614598837646,9.74038175921523,0.08022404762926853,0.017773554634894672,0.027549156895078388
10,phase_shift,8,0.970098390792332,61,0.9501846381926844,0.5916578520603759,0.4461235701596024,0.9916592539007729,0.25469629998979115,0.7705703677274784,34.23891332559655,15.402066472291338,0.12630704799451334,0.029110362028857265,0.04349272664559232
10,phase_shift,9,0.9892993533779413,0,0.9892993533779416,0.9098874298932884,1.0,0.9954738914264782,0.6441218162611874,0.890068268876891,16.67500111586932,8.434594034804585,0.05014329084465719,0.017938954616108376,0.022553436722868338
10,frequency_mask,0,0.9105008118115688,-217,0.7650850701518165,-0.006134816819364312,-0.64111742364937,0.9349566657517244,0.1616742116672867,0.7029719295263931,55.251242994481245,32.594297130618564,0.29109230759897314,0.08716615195602023,0.08850425699207833
10,frequency_mask,1,0.9736456624671516,0,0.9736456624671518,0.8771071612104971,0.6548877192730946,0.9923142600034638,0.5475518859439876,0.8588855477856209,31.18095527200996,13.106171392930385,0.09419702908053827,0.026222211106387425,0.03385201250563533
10,frequency_mask,2,0.7204269518185564,101,0.687439401397218,0.4898859902472447,0.3798985979745434,0.858531100336193,0.007869759220525827,0.6033326980014927,41.73407935135174,44.37264085282858,0.17421877652829287,0.10576482263538202,0.12223333184376893
10,frequency_mask,3,0.959013120669498,61,0.944928679469926,0.7536713460662727,0.9678404581633361,0.9935631111747497,0.19976041693960797,0.7554223029042072,15.865943362222698,22.444012301347268,0.1393107829697597,0.05125982946372464,0.05360927244903416
