sample_idx,perturbation,run,circular_cross_correlation,optimal_lag,cosine_similarity,pearson_correlation,spearman_correlation,spectral_magnitude_correlation,spectral_phase_correlation,combined_spectral_score,earth_mover_distance,fourier_distance,jensen_shannon_divergence,l1_distance,l2_distance
97,phase_shift,0,0.9186991885315471,191,0.8361636848406927,0.2347450436900865,0.003835433913467224,0.9767405143795856,0.1646891183925536,0.733125095583476,38.10880276872987,16.946752883572987,0.2744835245068295,0.04006041314941296,0.04259456176012154
97,phase_shift,1,0.9338616025748739,191,0.8107545580985771,0.1257795908839327,0.003835433913467224,0.9808599647644137,0.101076265554868,0.71692485500155,41.741738144721836,16.560860432603192,0.2972158962094433,0.04223182440704161,0.04365102342950505
97,frequency_mask,0,0.8948454198002559,199,0.8532855691239198,0.3530719095632311,-0.022606597965860318,0.9428557571448692,0.24082601513277022,0.7322468345412395,43.62089665997658,20.92991887350729,0.24901349736339207,0.037848586537037175,0.047310721168871646
97,frequency_mask,1,-0.72914208930838,-141,-0.22678279728764217,0.10505986386338541,-0.03365726809020936,0.7696814360442683,0.10217858572572484,0.5694305809487052,54.329802339583054,29.831146137898692,0.3662753160183098,0.055398887341290594,0.0643625753295265
97,value_mask,0,0.9076375792906911,2,0.9067943806819456,0.36303454413184116,0.49706096413899464,0.9614099297603859,0.1132227172438695,0.7069537660054309,41.78425955016192,12.343584707660032,0.17059928090639134,0.026064131707431413,0.034881651767388756
97,value_mask,1,0.462551161941158,204,0.06408442777983621,-0.25387479909160493,-0.178515032536242,0.5315234113228807,-0.06019058276185473,0.3540092130974601,37.7726025682169,38.84210756485751,0.2909169581404537,0.07212119642962678,0.08401212379125764
97,amplitude_scale,0,0.8035872996878349,199,0.7456542706270033,0.29660233228751404,0.2192086146669501,0.8767721471794017,0.24181174723794066,0.6862840271969634,76.62781087711366,19.329777717400866,0.309108822809337,0.047660914639352056,0.05456679965777188
97,amplitude_scale,1,0.8344827602026583,249,0.7717719402670598,0.27283275406527385,0.2192086146669501,0.8969704318706304,0.2672070324195258,0.7080414120352989,80.20417349775992,22.385857514711926,0.2786917823846261,0.04186890571074216,0.061257982028729605
97,contiguous_mask,0,0.912134220961318,80,0.7139166074805877,-0.06249603606057874,0.025538020063755665,0.9847547277630617,-0.0897010564105036,0.6624179925109921,40.169153777745315,27.986930600611277,0.28826479640938296,0.05671813928085088,0.07444498043334821
97,contiguous_mask,1,0.9529965853849901,2,0.9513345807308968,0.7925211155107517,0.6342506572904794,0.9915857350276148,-0.019244049177944936,0.6883367997659469,29.840591907938666,7.990285086793923,0.16201977428782885,0.015285651647025873,0.022543445596712515
